Source.Name,Rk,Team,date,pts,away,opp,result,mp,fg,fga,fgpc,twop,twopa,twofgpc,threep,threepa,threefgpc,ft,fta,ftpc,season
NBA_by_game_1000.csv,957,MIN,3/5/2019,131,,OKC,W 131-120,240,47,89,0.528,36,67,0.537,11,22,0.5,26,35,0.743,2018-19
NBA_by_game_1000.csv,958,MIL,3/1/2019,131,away,LAL,W 131-120,240,48,93,0.516,34,53,0.642,14,40,0.35,21,24,0.875,2018-19
NBA_by_game_1000.csv,959,ATL,2/27/2019,131,,MIN,W 131-123 (OT),265,46,108,0.426,34,79,0.43,12,29,0.414,27,32,0.844,2018-19
NBA_by_game_1000.csv,960,NOP,2/14/2019,131,,OKC,W 131-122,240,50,92,0.543,38,66,0.576,12,26,0.462,19,24,0.792,2018-19
NBA_by_game_1000.csv,961,MIL,2/2/2019,131,away,WAS,W 131-115,240,45,91,0.495,28,52,0.538,17,39,0.436,24,24,1,2018-19
NBA_by_game_1000.csv,962,IND,1/15/2019,131,,PHO,W 131-97,240,46,89,0.517,34,64,0.531,12,25,0.48,27,36,0.75,2018-19
NBA_by_game_1000.csv,963,PHI,12/19/2018,131,,NYK,W 131-109,240,47,88,0.534,32,58,0.552,15,30,0.5,22,25,0.88,2018-19
NBA_by_game_1000.csv,964,POR,12/17/2018,131,away,LAC,W 131-127,240,47,86,0.547,37,66,0.561,10,20,0.5,27,31,0.871,2018-19
NBA_by_game_1000.csv,965,WAS,12/5/2018,131,away,ATL,W 131-117,240,46,95,0.484,34,57,0.596,12,38,0.316,27,32,0.844,2018-19
NBA_by_game_1000.csv,966,SAS,12/2/2018,131,,POR,W 131-118,240,50,83,0.602,39,68,0.574,11,15,0.733,20,22,0.909,2018-19
NBA_by_game_1000.csv,967,MEM,11/30/2018,131,away,BRK,W 131-125 (2OT),290,50,101,0.495,38,71,0.535,12,30,0.4,19,22,0.864,2018-19
